nama_fasilitas,jenis_fasilitas,latitude,longitude,provinsi,kota_kabupaten
Apotek Tugu Utara,pharmacy,-6.6857233,106.9558941,Jawa Barat,Bogor
Praktik Dokter Adisty,doctors,-6.559357,106.6914685,Jawa Barat,Bogor
Apotik Cibadak,pharmacy,-6.5593976,106.6887414,Jawa Barat,Bogor
Praktik Dokter Dr. Mirra F,doctors,-6.559411,106.6887152,Jawa Barat,Bogor
Kimia Farma Apotek,pharmacy,-6.6006701,106.7793176,Jawa Barat,Kota Bogor
Apotek JagJag Waringkas,pharmacy,-6.5982607,106.7792626,Jawa Barat,Kota Bogor
Apotek Deli,pharmacy,-6.6013615,106.7798674,Jawa Barat,Kota Bogor
Klinik Mutiara Indah Lestari,clinic,-6.6008825,106.7830794,Jawa Barat,Kota Bogor
Apotek Arrati,pharmacy,-6.6009851,106.7809255,Jawa Barat,Kota Bogor
Apotek 99,pharmacy,-6.6169028,106.8047912,Jawa Barat,Kota Bogor
Apotek Desma,pharmacy,-6.6049951,106.7919776,Jawa Barat,Kota Bogor
Apotek Bunda Pancasan,pharmacy,-6.6071499,106.7889474,Jawa Barat,Kota Bogor
Apotek Pancasan,pharmacy,-6.6068295,106.7887898,Jawa Barat,Kota Bogor
Apotik Empang,pharmacy,-6.6135464,106.8032663,Jawa Barat,Kota Bogor
Klinik Pelangi Kasih,clinic,-6.6156939,106.8093275,Jawa Barat,Kota Bogor
Apotek Pangestu,pharmacy,-6.6186047,106.8124281,Jawa Barat,Kota Bogor
Praktik Dokter Marnaningsih,doctors,-6.6102339,106.804538,Jawa Barat,Kota Bogor
Apotek Kencana,pharmacy,-6.6102386,106.8045551,Jawa Barat,Kota Bogor
Apotik Rosalina,pharmacy,-6.6077774,106.8020422,Jawa Barat,Kota Bogor
Klinik Rosalina,clinic,-6.607795,106.8020406,Jawa Barat,Kota Bogor
Apotik Medika,pharmacy,-6.6056765,106.8005747,Jawa Barat,Kota Bogor
Edentist,dentist,-6.6173275,106.8147321,Jawa Barat,Kota Bogor
Satu Dental,dentist,-6.6163893,106.8142748,Jawa Barat,Kota Bogor
Apotek Villa Duta,pharmacy,-6.6120537,106.8142017,Jawa Barat,Kota Bogor
Apotik Mandapa,pharmacy,-6.6090383,106.8101744,Jawa Barat,Kota Bogor
Apotek Century,pharmacy,-6.6218019,106.8173553,Jawa Barat,Kota Bogor
Yapni Medika,clinic,-6.6258862,106.8215892,Jawa Barat,Kota Bogor
Apotek Deli Tajur,pharmacy,-6.6270732,106.8226547,Jawa Barat,Kota Bogor
Apotek Yapni,pharmacy,-6.6258749,106.8216207,Jawa Barat,Kota Bogor
Klinik Galaxy Medika,clinic,-6.6260288,106.821854,Jawa Barat,Kota Bogor
Bogor Dental Center,dentist,-6.6323404,106.825062,Jawa Barat,Kota Bogor
Guardian,pharmacy,-6.6334927,106.8267766,Jawa Barat,Kota Bogor
DNA Favorit,clinic,-6.6363641,106.8287285,Jawa Barat,Kota Bogor
Apotek DNA Favorit,pharmacy,-6.6363308,106.8286816,Jawa Barat,Kota Bogor
Deka Farma,pharmacy,-6.6366359,106.829149,Jawa Barat,Kota Bogor
Praktek Dr. Vency Tjahyaputra,doctors,-6.6399189,106.8347193,Jawa Barat,Kota Bogor
Oke Apotek,pharmacy,-6.6399159,106.8347367,Jawa Barat,Kota Bogor
Century,pharmacy,-6.9264455,107.6365435,Jawa Barat,Kota Bandung
Apotik Jelita,pharmacy,-6.9359164,107.6117344,Jawa Barat,Kota Bandung
Apotek Sugih Makmur,pharmacy,-6.9284318,107.616431,Jawa Barat,Kota Bandung
Dental Dokter Gigi,dentist,-6.9302084,107.6158952,Jawa Barat,Kota Bandung
Bandung Dental Center,dentist,-6.9287919,107.6161849,Jawa Barat,Kota Bandung
Clafidsya Aesthetic Clinic,clinic,-6.9296213,107.6160722,Jawa Barat,Kota Bandung
Apotek Sahabat Kita,pharmacy,-6.9145254,107.6177701,Jawa Barat,Kota Bandung
Apotik Jaya Sentosa,pharmacy,-6.9180787,107.6178988,Jawa Barat,Kota Bandung
Apotik Tegallega,pharmacy,-6.9373076,107.60672,Jawa Barat,Kota Bandung
Apotek Widya Bhakti Inti,pharmacy,-6.9378814,107.6077299,Jawa Barat,Kota Bandung
Century,pharmacy,-6.8891911,107.5956801,Jawa Barat,Kota Bandung
"Apotek Al Ma'soem ""y""",pharmacy,-6.908207,107.6727198,Jawa Barat,Kota Bandung
Klinik Kimia Farma,clinic,-6.9072528,107.6032083,Jawa Barat,Kota Bandung
Toko Obat Aneka Farma,pharmacy,-6.9271371,107.6060676,Jawa Barat,Kota Bandung
Apotek Otista,pharmacy,-6.9317401,107.6034705,Jawa Barat,Kota Bandung
Apotek Sejahtera,pharmacy,-6.9317794,107.6070513,Jawa Barat,Kota Bandung
Century,pharmacy,-6.8932333,107.6059395,Jawa Barat,Kota Bandung
Watsons,pharmacy,-6.8931747,107.6055694,Jawa Barat,Kota Bandung
Apotek Kalana,pharmacy,-6.2421346,106.9993448,Jawa Barat,Kota Bekasi
Apotek Mika,pharmacy,-6.569418,106.8113304,Jawa Barat,Kota Bogor
Dan Dan,pharmacy,-6.5697564,106.8127955,Jawa Barat,Kota Bogor
Apotek Pakuan Farma,pharmacy,-6.5698157,106.8132207,Jawa Barat,Kota Bogor
Klinik Pertamina IHC Bogor,clinic,-6.5698043,106.8131872,Jawa Barat,Kota Bogor
Klinik Pratama Circum,clinic,-6.575795,106.8178321,Jawa Barat,Kota Bogor
Guardian,pharmacy,-6.305861,106.840547,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Klinik Gigiku Sehat,dentist,-6.5775936,106.8183088,Jawa Barat,Kota Bogor
FDC Dental Clinic,clinic,-6.5808883,106.8179139,Jawa Barat,Kota Bogor
Happy Dental Clinic,dentist,-6.3056131,106.8406141,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Happy Dental Clinic,dentist,-6.3513727,107.195304,Jawa Barat,Bekasi
Klinik Gigi DC,dentist,-6.5823784,106.8179816,Jawa Barat,Kota Bogor
Klinik Arkatama,clinic,-6.5826069,106.8179293,Jawa Barat,Kota Bogor
Praktik Dokter Lidya Setyawati,doctors,-6.5838699,106.8172447,Jawa Barat,Kota Bogor
The Clinic Beautylosophy,clinic,-6.5839205,106.8171971,Jawa Barat,Kota Bogor
Praktik Dokter Gigi Dian Sagita,dentist,-6.5925555,106.8168631,Jawa Barat,Kota Bogor
Audy Dental Clinic,dentist,-6.5883143,106.8166552,Jawa Barat,Kota Bogor
Apotek SBS Farma,pharmacy,-6.5882163,106.8166311,Jawa Barat,Kota Bogor
Praktik Dokter Gigi,dentist,-6.5905611,106.817079,Jawa Barat,Kota Bogor
Praktik Dr. Ukes Kasmarawati,doctors,-6.5905851,106.8170173,Jawa Barat,Kota Bogor
Klinik Pratama MS Glow,clinic,-6.5817736,106.8161637,Jawa Barat,Kota Bogor
Apotek Sentral,pharmacy,-6.5815717,106.812986,Jawa Barat,Kota Bogor
Estrella Clinic,clinic,-6.5818908,106.8156809,Jawa Barat,Kota Bogor
Dan Dan,pharmacy,-6.581649,106.8131939,Jawa Barat,Kota Bogor
Klinik Pratama Pelita Sehat,clinic,-6.5818781,106.8155636,Jawa Barat,Kota Bogor
7 Glow Clinic,clinic,-6.5810115,106.8123852,Jawa Barat,Kota Bogor
Klink Harapan Sehat,clinic,-6.8848537,107.1255542,Jawa Barat,Cianjur
Puskesmas Pangkalan Cirebon,hospital,-6.6615833,108.4967258,Jawa Barat,Cirebon
Rumah Sakit Umum Pindad Bandung,hospital,-6.939894,107.6467896,Jawa Barat,Kota Bandung
Kimia Farma,pharmacy,-6.8795468,107.0185399,Jawa Barat,Sukabumi
Klinik Nadisa,clinic,-6.2848513,106.9933953,Jawa Barat,Kota Bekasi
Apotek K-24,pharmacy,-6.3026969,106.8144344,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Klinik Pratama Paradise,clinic,-6.132484,106.8645669,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Klinik Pratama Kasih Bunda Yanti,hospital,-6.8341636,107.3529321,Jawa Barat,Bandung Barat
Poskesdes Desa Tarumajaya,clinic,-7.2043488,107.663898,Jawa Barat,Bandung
Tidak bernama,clinic,-7.1916234,107.6703973,Jawa Barat,Bandung
Tidak bernama,doctors,-7.1925294,107.6700191,Jawa Barat,Bandung
Apotek Sukamanah II,pharmacy,-7.1964124,107.6702685,Jawa Barat,Bandung
Puskesmas Kertasari,clinic,-7.1937749,107.6752961,Jawa Barat,Bandung
Posyandu Lestari,clinic,-7.1918356,107.678277,Jawa Barat,Bandung
Posyandu Melati RW 04,clinic,-7.1866531,107.6811781,Jawa Barat,Bandung
Posyandu Kuntum,clinic,-7.1866368,107.6818688,Jawa Barat,Bandung
UPTD Puskesmas Patokbeusi,clinic,-6.379215,107.5923055,Jawa Barat,Subang
Posyandu,clinic,-7.2127183,107.6735017,Jawa Barat,Bandung
Tidak bernama,doctors,-7.2122925,107.6732569,Jawa Barat,Bandung
Rumah Sakit Umum Daerah Karawang,hospital,-6.3208159,107.2930943,Jawa Barat,Karawang
Klinik GRIYA MEDIKA,clinic,-6.3366882,107.3428034,Jawa Barat,Karawang
Posyandu Jadi Harapan,clinic,-7.2737053,106.8372741,Jawa Barat,Sukabumi
Puskesmas Sukamanah,hospital,-7.2048585,107.5905853,Jawa Barat,Bandung
UPTD Puskesmas Padurenan,clinic,-6.3155983,107.0085962,Jawa Barat,Kota Bekasi
drg. Hurria,hospital,-7.3559648,108.2237051,Jawa Barat,Kota Tasikmalaya
Unit Gawat Darurat Rumah Sakit Delima Asih Sisma Medika,hospital,-6.3151063,107.3164376,Jawa Barat,Karawang
Edelweiss Hospital,hospital,-6.94367,107.6494291,Jawa Barat,Kota Bandung
Klinik Mitra Kondang Utama,clinic,-6.3331212,107.3441701,Jawa Barat,Karawang
Bidan Nunung Nurhayati Kondang Jaya,clinic,-6.3383289,107.3423578,Jawa Barat,Karawang
Klinik Umum & Bersalin Siti azaria,clinic,-6.3412268,107.3414981,Jawa Barat,Karawang
Dentalogic Fatmawati,hospital,-6.2998296,106.7959612,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek Generik,pharmacy,-6.2467797,106.9843958,Jawa Barat,Kota Bekasi
Apotek Gurame,pharmacy,-6.2465184,106.9844817,Jawa Barat,Kota Bekasi
UPTD Puskesmas Ciasem,clinic,-6.3393087,107.6645333,Jawa Barat,Subang
kimia farma Apotek,pharmacy,-6.5662963,106.8009288,Jawa Barat,Kota Bogor
Apotek Afiat Binarum,pharmacy,-6.5667102,106.8010459,Jawa Barat,Kota Bogor
UPTD Puskesmas Maracang,hospital,-6.5240596,107.4353434,Jawa Barat,Purwakarta
Klinik Annisa,hospital,-6.519791,107.4324196,Jawa Barat,Purwakarta
RS Karina Medika Purwakarta,hospital,-6.5317675,107.4394453,Jawa Barat,Purwakarta
Klinik Utama Shanaya Purwakarta,hospital,-6.5312543,107.4366743,Jawa Barat,Purwakarta
Rumah Sakit Muhammadiyah Bandung Selatan,hospital,-7.0224752,107.6800118,Jawa Barat,Bandung
Klinik SOS Medika,clinic,-6.2744552,106.8081619,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RSUD Cileungsi,hospital,-6.4329076,107.0485916,Jawa Barat,Bogor
Aude Dental,hospital,-6.4090417,106.9763259,Jawa Barat,Bogor
rumah sakit,hospital,-6.6479926,106.8600159,Jawa Barat,Bogor
Apotek Shegia Farma,pharmacy,-6.7372262,108.52816,Jawa Barat,Kota Cirebon
Apotek Hoki,pharmacy,-6.7396652,108.5237744,Jawa Barat,Kota Cirebon
Klinik Pratama Visiana Medika TVRI,clinic,-6.2130713,106.8008959,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek Kita Farma,pharmacy,-6.7358147,108.5345173,Jawa Barat,Kota Cirebon
Guardian,pharmacy,-6.3575101,107.2427116,Jawa Barat,Karawang
CNS Clinic Medical Aesthetic,clinic,-6.1566885,106.9646367,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Klinik Salsabilla,clinic,-6.4765329,106.844518,Jawa Barat,Bogor
Puskesmas Parungkuda,hospital,-6.8443613,106.7606427,Jawa Barat,Sukabumi
RS Helsa Jatirahayu,hospital,-6.296209,106.9210449,Jawa Barat,Kota Bekasi
Tidak bernama,pharmacy,-6.4974299,106.757071,Jawa Barat,Bogor
Tidak bernama,clinic,-6.4974752,106.7570568,Jawa Barat,Bogor
Tidak bernama,clinic,-6.4939161,106.7593864,Jawa Barat,Bogor
Puskesmas Tajurhalang,clinic,-6.4804189,106.7582624,Jawa Barat,Bogor
Puskesmas Cimanggis,clinic,-6.505439,106.7754344,Jawa Barat,Bogor
Apotek Inaya Farma,pharmacy,-6.3335466,107.303909,Jawa Barat,Karawang
Apotek Farraz,pharmacy,-6.7444849,108.5250648,Jawa Barat,Kota Cirebon
Puskesmas Cisolok,clinic,-6.9516139,106.4486265,Jawa Barat,Sukabumi
Apotek Assalam,pharmacy,-6.9497167,106.4487393,Jawa Barat,Sukabumi
Pos Yandu 1,clinic,-6.9515762,106.4404013,Jawa Barat,Sukabumi
Posyandu Tugu 1,clinic,-6.9463765,106.4484242,Jawa Barat,Sukabumi
Bidan desa,clinic,-6.9457622,106.4463686,Jawa Barat,Sukabumi
Apotek,clinic,-6.9456112,106.4472073,Jawa Barat,Sukabumi
PMB Tati Suminar,clinic,-6.9519713,106.4422008,Jawa Barat,Sukabumi
Apotek Bunda Medika,pharmacy,-6.9901309,106.5525747,Jawa Barat,Sukabumi
Apotik Madani,pharmacy,-6.954578,106.4842,Jawa Barat,Sukabumi
Apotek Villagre,pharmacy,-7.0103058,106.5647291,Jawa Barat,Sukabumi
Posyandu melati,clinic,-6.9487414,106.4486925,Jawa Barat,Sukabumi
Posyandu semangka,clinic,-7.0343787,106.5686812,Jawa Barat,Sukabumi
Posyandu amanah,clinic,-7.0300877,106.5670641,Jawa Barat,Sukabumi
Puskesmas simpenan,hospital,-7.0251547,106.5640666,Jawa Barat,Sukabumi
Posyandu plamboyan,clinic,-7.0247144,106.5651316,Jawa Barat,Sukabumi
Posyandu cikiray,clinic,-7.0208961,106.5643548,Jawa Barat,Sukabumi
Apotek simpenan,pharmacy,-7.0247621,106.5644599,Jawa Barat,Sukabumi
Klinik yazky medico,clinic,-7.0300553,106.5667134,Jawa Barat,Sukabumi
Posyandu pepaya,clinic,-7.0311658,106.5584053,Jawa Barat,Sukabumi
Posyandu Dahlia,clinic,-6.9494695,106.4538809,Jawa Barat,Sukabumi
Posyandu RT.001/ RW.002,clinic,-6.952175,106.4487373,Jawa Barat,Sukabumi
UPP PELABUHANRATU,clinic,-6.9814436,106.5403946,Jawa Barat,Sukabumi
Posyandu citiis dua,clinic,-6.9504464,106.4440051,Jawa Barat,Sukabumi
Apotek Riffara,pharmacy,-6.9482087,106.4488682,Jawa Barat,Sukabumi
Posyandu Citiis Satu RW.005,clinic,-6.947604,106.4456759,Jawa Barat,Sukabumi
Posyandu Mangga 2,clinic,-7.0337651,106.5799599,Jawa Barat,Sukabumi
Posyandu Apel,clinic,-7.0324764,106.577055,Jawa Barat,Sukabumi
Posyandu Mangga 1,clinic,-7.0342307,106.5793993,Jawa Barat,Sukabumi
Posyandu Anggur,clinic,-7.0403235,106.5850033,Jawa Barat,Sukabumi
Posyandu strowbery dan manggis,clinic,-7.0425038,106.5930874,Jawa Barat,Sukabumi
Posyandu tomat,clinic,-7.0379889,106.5972618,Jawa Barat,Sukabumi
Posyandu buah jeruk,clinic,-7.037746,106.5825608,Jawa Barat,Sukabumi
klinik pamily,clinic,-7.0198434,106.564219,Jawa Barat,Sukabumi
Posyandu pajagan 2,clinic,-6.952137,106.4392692,Jawa Barat,Sukabumi
Praktek bidan santi,clinic,-7.0179248,106.564969,Jawa Barat,Sukabumi
Posyandu bunga ros,clinic,-7.0202278,106.5585576,Jawa Barat,Sukabumi
Praktek dokter umum dr. Yati mulyati,clinic,-7.0140291,106.568701,Jawa Barat,Sukabumi
Kimia Farma,pharmacy,-6.9884011,106.5494276,Jawa Barat,Sukabumi
FDC Jatiasih,clinic,-6.2950158,106.965449,Jawa Barat,Kota Bekasi
Apotek Makorat Farma,pharmacy,-6.3390113,106.8550389,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Kimia Farma,pharmacy,-6.7374615,108.5494559,Jawa Barat,Kota Cirebon
Plong Kramat Jati,hospital,-6.288994,106.869359,Daerah Khusus Ibukota Jakarta,DKI Jakarta
BERKAH100,hospital,-6.1522295,106.8070166,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,hospital,-6.1523015,106.8073076,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Klinik Cakrabuana,clinic,-6.730823,108.5396589,Jawa Barat,Kota Cirebon
Guardian,pharmacy,-6.9088821,107.6088932,Jawa Barat,Kota Bandung
Tidak bernama,clinic,-6.814119,107.6218638,Jawa Barat,Bandung Barat
Apotek Yope,pharmacy,-6.8142568,107.6220245,Jawa Barat,Bandung Barat
Puskesmas Pasirkaliki,clinic,-6.9005782,107.5976838,Jawa Barat,Kota Bandung
Puskesmas DTP Cisurupan,clinic,-7.3066652,107.7957901,Jawa Barat,Garut
Tidak bernama,dentist,-6.8877836,107.6149958,Jawa Barat,Kota Bandung
Puskesmas Pembantu Desa Tonjong,clinic,-7.0007965,106.6146348,Jawa Barat,Sukabumi
Puskesmas Pembantu Desa Cikadu,clinic,-6.9824,106.6063582,Jawa Barat,Sukabumi
Klinik Utama HDC,dentist,-6.7071125,108.5589317,Jawa Barat,Kota Cirebon
Kimia Farma,pharmacy,-6.7071864,108.5587068,Jawa Barat,Kota Cirebon
Apotek Roxy Cinangka,pharmacy,-6.3689142,106.7455754,Jawa Barat,Depok
iCare Health Clinic,clinic,-6.2477152,106.9880237,Jawa Barat,Kota Bekasi
Klinik Pratama Natasha,clinic,-6.2479578,106.9861451,Jawa Barat,Kota Bekasi
Toko Obat Sehat,pharmacy,-6.7197076,108.5666848,Jawa Barat,Kota Cirebon
Biomedilab Klinik Utama,clinic,-6.3090273,107.3055507,Jawa Barat,Karawang
KLINIK WANASARI MEDIKA,clinic,-6.6626018,107.5435775,Jawa Barat,Purwakarta
Klinik Aizar Medika Cisolok,clinic,-6.9558111,106.4303114,Jawa Barat,Sukabumi
Pos Kesehatan,clinic,-6.7044966,108.5552216,Jawa Barat,Kota Cirebon
Klinik Mediska Cirebon,clinic,-6.7062627,108.5561778,Jawa Barat,Kota Cirebon
Klinik Masagi,hospital,-6.9269276,107.6011784,Jawa Barat,Kota Bandung
Apotek K-24 Jatimakmur,pharmacy,-6.2854592,106.9355656,Jawa Barat,Kota Bekasi
Guardian,pharmacy,-6.2951152,106.7948114,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Indo Dental Center,dentist,-6.2336402,106.7978286,Daerah Khusus Ibukota Jakarta,DKI Jakarta
ALC Medical Clinic,clinic,-6.2364393,106.7977807,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Tidak bernama,dentist,-6.230617,106.797368,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Poskesdes Cipanjalu,clinic,-6.862007,107.7321219,Jawa Barat,Bandung
Apotek Gama,pharmacy,-6.49714,106.7948685,Jawa Barat,Bogor
Apotek Orison,pharmacy,-6.8234571,107.1452785,Jawa Barat,Cianjur
Klinik Medika Pratama Manglid,clinic,-6.9696733,107.5691746,Jawa Barat,Bandung
Klinik Jasmine,clinic,-6.2735858,107.0137861,Jawa Barat,Kota Bekasi
Allive Clinic | Klinik Pratama Allive,clinic,-6.9623685,107.553343,Jawa Barat,Bandung
Laboratorium Prodia Bandung Kopo,clinic,-6.9632828,107.5823251,Jawa Barat,Bandung
Apotek Asri,pharmacy,-6.8144579,107.1392607,Jawa Barat,Cianjur
"dr Abdul Wahid, Internist",doctors,-6.8151625,107.1325126,Jawa Barat,Cianjur
Tidak bernama,doctors,-6.8168678,107.1352223,Jawa Barat,Cianjur
Keisha Skin Care,clinic,-6.8151133,107.1324081,Jawa Barat,Cianjur
Apotek K24,pharmacy,-6.8125081,107.1411884,Jawa Barat,Cianjur
Klinik Ananda,clinic,-6.8161102,107.1343915,Jawa Barat,Cianjur
Klinik Pratama Asri,clinic,-6.8143373,107.1392856,Jawa Barat,Cianjur
Klinik Graha Medika,clinic,-6.8154162,107.1328384,Jawa Barat,Cianjur
Tidak bernama,dentist,-6.8169194,107.1353738,Jawa Barat,Cianjur
Apotek K-24,pharmacy,-6.7450463,108.5631247,Jawa Barat,Kota Cirebon
Klinik dermaster Crystal,clinic,-6.2022108,106.8241215,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Posyandu Melati II,clinic,-6.2681457,107.0203218,Jawa Barat,Bekasi
Rumah Sakit Umum Daerah Waled,hospital,-6.9129552,108.7187365,Jawa Barat,Cirebon
Rumah Sakit Umum Khalishah Palimanan,hospital,-6.7075,108.4335102,Jawa Barat,Cirebon
Apotek Pasuketan,pharmacy,-6.7195559,108.5661596,Jawa Barat,Kota Cirebon
Apotek Benita,pharmacy,-6.7226801,108.5642304,Jawa Barat,Kota Cirebon
Apotek Petratean,pharmacy,-6.7225749,108.5642063,Jawa Barat,Kota Cirebon
Apotek Pasar Balong,pharmacy,-6.7207755,108.5633086,Jawa Barat,Kota Cirebon
Apotek Aman Farma,pharmacy,-6.7248092,108.5615348,Jawa Barat,Kota Cirebon
Apotek Pratiwi 128,pharmacy,-6.6907895,108.4753353,Jawa Barat,Cirebon
Apotek Naya 248,pharmacy,-6.7376127,108.4694184,Jawa Barat,Cirebon
Apotek K-24,pharmacy,-6.7109604,108.5427728,Jawa Barat,Cirebon
Kimia Farma,pharmacy,-6.7586507,108.4759227,Jawa Barat,Cirebon
Apotek Serangkai Tengah Tani,pharmacy,-6.7084831,108.5223223,Jawa Barat,Cirebon
Apotek Berkah Sehat,pharmacy,-6.7013399,108.4784192,Jawa Barat,Cirebon
Apotek N.A.Y,pharmacy,-6.7020741,108.4934456,Jawa Barat,Cirebon
Apotek Murni Medika,pharmacy,-6.7394749,108.486552,Jawa Barat,Cirebon
Apotek Nabila Pasar Minggu,pharmacy,-6.7093715,108.4367672,Jawa Barat,Cirebon
Apotek Pasuketan Perum,pharmacy,-6.7482127,108.5615953,Jawa Barat,Kota Cirebon
Apotek Markisa,pharmacy,-6.7582499,108.5588853,Jawa Barat,Kota Cirebon
Apotek Keluarga,pharmacy,-6.7348638,108.5538514,Jawa Barat,Kota Cirebon
Apotek Harjamukti,pharmacy,-6.7557668,108.5504355,Jawa Barat,Kota Cirebon
Apotek Pangestu Ciremai,pharmacy,-6.7520981,108.5602876,Jawa Barat,Kota Cirebon
Apotek Mulya Farma,pharmacy,-6.7515381,108.5556743,Jawa Barat,Kota Cirebon
Apotek Pelita Harjamukti,pharmacy,-6.747028,108.5506684,Jawa Barat,Kota Cirebon
Apotek Tjetjep,pharmacy,-6.7248735,108.5627305,Jawa Barat,Kota Cirebon
Apotek Central Farma,pharmacy,-6.7248188,108.5630744,Jawa Barat,Kota Cirebon
Apotek Pasuketan Setiabudi,pharmacy,-6.7248977,108.5625785,Jawa Barat,Kota Cirebon
Apotek Insan Farma,pharmacy,-6.7581096,108.5464581,Jawa Barat,Kota Cirebon
Apotek Bening,pharmacy,-6.7627675,108.5462502,Jawa Barat,Kota Cirebon
Apotek Kevina,pharmacy,-6.7533411,108.5495339,Jawa Barat,Kota Cirebon
Klinik Farmatama,clinic,-6.7344868,108.5519077,Jawa Barat,Kota Cirebon
Apotek Farmarin,pharmacy,-6.7344539,108.5519302,Jawa Barat,Kota Cirebon
Apotek Cakrabuana,pharmacy,-6.7308515,108.5396641,Jawa Barat,Kota Cirebon
Klinik Mumtaz,clinic,-6.7374572,108.5341072,Jawa Barat,Kota Cirebon
Apotek Mumtaz,pharmacy,-6.7374321,108.5340651,Jawa Barat,Kota Cirebon
Toko Obat Kayas,pharmacy,-6.7250779,108.5615782,Jawa Barat,Kota Cirebon
Apotek Visa Medika,pharmacy,-6.7607399,108.5574438,Jawa Barat,Kota Cirebon
Apotek Majasem 12,pharmacy,-6.7431204,108.5233094,Jawa Barat,Kota Cirebon
Apotek Q Farma,pharmacy,-6.7591532,108.5546407,Jawa Barat,Kota Cirebon
Klinik Visa Medika,clinic,-6.760772,108.5574407,Jawa Barat,Kota Cirebon
Apotek Sinar,pharmacy,-6.7471084,108.5364324,Jawa Barat,Kota Cirebon
Apotek Farmapoint,pharmacy,-6.7449062,108.5414833,Jawa Barat,Kota Cirebon
Apotek Fajar Sehat 3,pharmacy,-6.7425887,108.5351848,Jawa Barat,Kota Cirebon
Apotek Global Sehat,pharmacy,-6.7470562,108.5649758,Jawa Barat,Kota Cirebon
Apotek Visa Medika,pharmacy,-6.7574966,108.5581061,Jawa Barat,Kota Cirebon
Apotek Prima Sejahtera Baru,pharmacy,-6.738454,108.5637936,Jawa Barat,Kota Cirebon
Apotek Erlangga,pharmacy,-6.7414345,108.5425021,Jawa Barat,Kota Cirebon
Apotek Kayla Farma,pharmacy,-6.7457198,108.5428182,Jawa Barat,Kota Cirebon
Apotek Fairuz Medika,pharmacy,-6.7327736,108.5456815,Jawa Barat,Kota Cirebon
Klinik Mamah Sehat,clinic,-6.7374152,108.5555569,Jawa Barat,Kota Cirebon
Apotek Rajawali,pharmacy,-6.7387115,108.5637746,Jawa Barat,Kota Cirebon
Apotek Prima Sehat,pharmacy,-6.7446519,108.5431466,Jawa Barat,Kota Cirebon
Apotek Dwi Farma,pharmacy,-6.7400016,108.5633217,Jawa Barat,Kota Cirebon
Apotek Guntur,pharmacy,-6.746174,108.5597188,Jawa Barat,Kota Cirebon
Tidak bernama,pharmacy,-6.1971677,106.8951459,Daerah Khusus Ibukota Jakarta,DKI Jakarta
RS Karya Husada,hospital,-6.4007286,107.4440933,Jawa Barat,Karawang
Apotek Gracelina,pharmacy,-6.7245185,108.5744158,Jawa Barat,Kota Cirebon
Apotek Gracelina Pulasaren,pharmacy,-6.7240241,108.5669595,Jawa Barat,Kota Cirebon
Apotek Slamet,pharmacy,-6.7174695,108.564216,Jawa Barat,Kota Cirebon
Apotek Pasuketan Gunungsari,pharmacy,-6.7156424,108.5566203,Jawa Barat,Kota Cirebon
Apotek Moro Aman,pharmacy,-6.7143954,108.5533034,Jawa Barat,Kota Cirebon
Apotek Kutagara,pharmacy,-6.7252097,108.564099,Jawa Barat,Kota Cirebon
Apotek Kesunean,pharmacy,-6.727713,108.5757643,Jawa Barat,Kota Cirebon
Apotek Pratama Farma,pharmacy,-6.8697834,108.6431332,Jawa Barat,Cirebon
Klinik Utama Gracia Patricia,clinic,-6.2309411,106.7958411,Daerah Khusus Ibukota Jakarta,DKI Jakarta
Apotek Pratama Sumber,pharmacy,-6.755815,108.50994,Jawa Barat,Cirebon
Apotek Griya Farma Panyileukan,pharmacy,-6.9406395,107.7144711,Jawa Barat,Kota Bandung
FDC Dental Clinic,dentist,-6.715688,108.5568274,Jawa Barat,Kota Cirebon
Apotek Bintang,pharmacy,-6.9296644,106.9325901,Jawa Barat,Kota Sukabumi
Apotek Kurnia,pharmacy,-6.9220908,106.9321885,Jawa Barat,Kota Sukabumi
dr. Rizki Febrina & dr. Fauzia Rachman,doctors,-6.9267529,106.9333094,Jawa Barat,Kota Sukabumi
Apotek Dunia Sehat,pharmacy,-6.9258883,106.9336628,Jawa Barat,Kota Sukabumi
Apotek Sudarsono,dentist,-6.7284221,108.5520743,Jawa Barat,Kota Cirebon
Metiawati,doctors,-6.9185041,106.9322744,Jawa Barat,Kota Sukabumi
Apotek Vita,pharmacy,-6.7190474,108.5654763,Jawa Barat,Kota Cirebon
Klinik Anak Mitra,clinic,-6.7188813,108.5660778,Jawa Barat,Kota Cirebon
